professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Jessica  Wyman,The Ontario College of Art and Design University (OCAD U),Art History department, Toronto, ON,15.0,3.7,,3.4,,14.0,02/25/2004,NAN,HISTORY101,5.0,4.0,,,,,0.0,0.0,No Comments,2.0,male,hispanic,0.01491375,0.6913993,0.03906717,0.2546197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beth  Todd,University of Alabama,Engineering department, Tuscaloosa, AL,15.0,4.3,,1.1,Clear grading criteria (3)  Skip class? You won\'t pass. (3)  Participation matters (2)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1),16.0,10/09/2009,NAN,GES131,5.0,1.0,,,,,0.0,1.0,Great teacher! She is very understandable. Love the class...so many cute guys...anyways she helps you out whenever you need it...you get to work with partners taking some of the weight off your shoulders...highly recommended teacher,35.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Karen  Carr,Rhode Island College,Writing department, Providence, RI,8.0,3.3,,2.9,Get ready to read (6)  Participation matters (4)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Tough Grader (1)  GRADED BY FEW THINGS (1),44.0,04/14/2014,NAN,ENG101,5.0,3.0,,,,,0.0,0.0,Really great teacher. Friendly. Funny. Easy to talk to.,9.0,male,nh_white,0.057025734,0.2469419,0.1882145,0.50781786,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Michael  Milburn,University of Massachusetts - Boston,Psychology department, Boston, MA,12.0,3.2,,3.4,Clear grading criteria (4)  EXTRA CREDIT (2)  Tough Grader (2)  LECTURE HEAVY (1)  GRADED BY FEW THINGS (1)  Get ready to read (1)  ACCESSIBLE OUTSIDE CLASS (1),31.0,12/30/2014,NAN,PSYCH230,2.5,3.0,Mandatory,Yes,,,0.0,0.0,He knows the material but presents is in a dry manner. The book is interesting but not necessary to get. Most readings are online. Attendance is taken and could help boost grade. Papers are worth small percentages tests worth more. Do the online practice tests (read correct answers) and you\'ll do well. TA is helpful.,55.0,male,nh_black,0.01070413,0.09936141,0.7512954000000001,0.13863908,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
Marilyn  Rose,Brock University,English department, St. Catharines, ON,10.0,3.7,,3.3,,16.0,02/06/2004,NAN,ENGL,1.0,5.0,,,,,0.0,0.0,No Comments,2.0,female,nh_white,0.007863647,0.015062262,0.09067308,0.88640094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodore  Zeman,Saint Joseph\'s University,History department, Philadelphia, PA,10.0,3.6,,3.0,Get ready to read (4)  Tough Grader (3)  LECTURE HEAVY (3)  SO MANY PAPERS (2)  Gives good feedback (1)  Participation matters (1)  TEST HEAVY (1)  Caring (1)  Hilarious (1)  Amazing lectures (1),35.0,12/21/2007,NAN,HIST1,4.0,3.0,,,,,0.0,0.0,zeman is the man. TAKE HIM. 2 tests make up 75 percent of your grade and the questions on the test are directly off the quizzes. plus he gives you the essays ahead of time. the bad: 1 quiz a wk is a major pain (only 10% of avg tho) paper is nearly impossible to write but he grades it easily (lowest grade was a 10/15). youll prob get a b,71.0,male,nh_black,0.013686804,0.06106241,0.5123842000000001,0.41286662,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0
Alan  Bell,University of Victoria,Fine Arts department, Victoria, BC,6.0,2.8,,2.4,,18.0,09/18/2003,NAN,FA300,2.5,2.0,,,,,0.0,0.0,I do not doubt that he is a talented writer but he seems to be at a loss for what is expected in an academic setting. His course was really just film appreciation with no academic rigour. Instructions to the class could be vague and contradictory.,46.0,female,hispanic,0.03865932,0.44189,0.098452576,0.4209982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J  Neilan,Volunteer State Community College,Chemistry department, Gallatin, TN,7.0,3.0,,3.9,,28.0,11/28/2006,NAN,CHEM1030,2.0,4.0,,,,,0.0,0.0,I hate it when teachers are so anal about their time schedule they never review for the test which is always on Monday to ruin your weekend. Before a big test we finish the chapters ahead of schedule and he went right into the some god awful chapter that\'s not even on the test. HOW ABOUT A REVIEW OR ANSWER SOME QUESTIONS WE MIGHT HAVE!,65.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurie  Ross,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,13.0,4.1,,2.6,Gives good feedback (4)  EXTRA CREDIT (3)  Get ready to read (2)  Participation matters (2)  LOTS OF HOMEWORK (1)  Caring (1)  Respected (1),18.0,05/27/2016,NAN,ENG92,5.0,3.0,Mandatory,Yes,Yes,B,0.0,0.0,By far one of the best class I have taken so far. Required to write a lot of essays but that is the good part about it. You can really see how much you improve from the first essay to the last essay. Definitely recommend!,45.0,male,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Theodore  Zeman,Saint Joseph\'s University,History department, Philadelphia, PA,10.0,3.6,,3.0,Get ready to read (4)  Tough Grader (3)  LECTURE HEAVY (3)  SO MANY PAPERS (2)  Gives good feedback (1)  Participation matters (1)  TEST HEAVY (1)  Caring (1)  Hilarious (1)  Amazing lectures (1),35.0,04/29/2015,NAN,HIST154,2.0,4.0,Mandatory,Yes,,B,0.0,2.0,This guy LOVES to hear himself talk! From the time class starts until the very end HE\'S TALKING! Everything he says comes right from the book! The tests are outrageous and the papers are incredibly hard! He\'s a nice enough guy but he\'s a horrible instructor!,46.0,male,nh_black,0.013686804,0.06106241,0.5123842000000001,0.41286662,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0
Kim  Finn,DeVry University,Psychology department, North Brunswick, NJ,11.0,4.5,,2.4,Participation matters (1)  EXTRA CREDIT (1),31.0,09/29/2005,NAN,PSY,5.0,2.0,,,,,0.0,0.0,One of Devry\'s best. Keeps class very interesting would def take her again,13.0,male,nh_white,0.008272339,0.036276795,0.033983715,0.9214671999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Judy  Gregg,Citrus College,Psychology department, Glendora, CA,3.0,4.7,,2.0,,37.0,12/22/2008,NAN,PSY206,5.0,2.0,,,,,0.0,0.0,Professor Gregg is one of my favorite teachers so far at Citrus. She makes me really love going to class because she makes it so interesting. Though it was a waste of money buying the textbook there is a lot of note-taking but worth it because it helps prepare you for tests. I love her!,55.0,male,nh_white,0.03468086,0.08738095,0.055209137,0.82272905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard  Curtis,John Jay College of Criminal Justice,Anthropology department, New York, NY,7.0,5.0,,1.7,Hilarious (9)  Respected (5)  Inspirational (2)  Gives good feedback (1)  GROUP PROJECTS (1)  LECTURE HEAVY (1)  Caring (1)  Clear grading criteria (1)  ACCESSIBLE OUTSIDE CLASS (1),37.0,01/30/2010,NAN,ANT101,5.0,1.0,,,,,0.0,0.0,Awesome guy. Good sense of humor. Easy class. Lots of interactive class discussions on a wide range of topics (school/life related etc.) Never needed to take notes for this class..ever. Weekly assignments due very short (500 words) and easy. A couple of longer papers due at the end but not hard at all. Great prof. RECOMMENDED!!,56.0,male,hispanic,0.038639273,0.39265642,0.2436363,0.325068,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
Jenni  Marshall,University of Cincinnati Blue Ash College,Education department, Cincinnati, OH,6.0,2.9,,3.3,,12.0,12/14/2004,NAN,HUMANDEVELOPME,1.0,3.0,,,,,0.0,0.0,EXTREAMLY boring.... she DOES NOT make clear what she wants you to do and then when you do it you get a bad grade.,24.0,male,hispanic,0.032767422,0.497712,0.3492356,0.12028503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim  Finn,DeVry University,Psychology department, North Brunswick, NJ,11.0,4.5,,2.4,Participation matters (1)  EXTRA CREDIT (1),31.0,10/12/2010,NAN,PSYC110,5.0,3.0,,,,,0.0,1.0,This professor made this class very interesting and fun never a dull moment.,13.0,male,nh_white,0.008272339,0.036276795,0.033983715,0.9214671999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J  Burton,Volunteer State Community College,Psychology department, Gallatin, TN,3.0,4.8,,3.3,,4.0,02/25/2005,NAN,PSYCHOLOGY101,4.5,3.0,,,,,0.0,0.0,Very good teacher. Give alot of hoomework. She helps review with test. Good class.,14.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radhika  Parameswaran,Indiana University Bloomington,Journalism department, Bloomington, IN,13.0,3.5,,4.0,Get ready to read (3)  Participation matters (2)  Gives good feedback (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Amazing lectures (1),21.0,02/13/2013,NAN,J438,4.5,4.0,,,,,0.0,0.0,She\'s very helpful and her class is interesting. You have to read a lot but it\'s a research course so you kind of have to figure that. Fun teacher though.,30.0,male,nh_black,0.00532338,0.008238866,0.8739302,0.11250749,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Muhammad  Sharif,University of Alabama,Engineering department, Tuscaloosa, AL,3.0,2.9,20%,3.1,LOTS OF HOMEWORK (13)  TEST HEAVY (5)  LECTURE HEAVY (5)  GRADED BY FEW THINGS (4)  Tough Grader (3)  Clear grading criteria (3)  Respected (2)  Amazing lectures (1)  BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  Caring (1),29.0,10/24/2017,NAN,AEM264,1.0,5.0,Not Mandatory,Yes,No,C+,4.0,1.0,I cannot understand what he is saying. His notes are very messy and his handwriting is horrible. His tests are similar to the homework but he is not good at explaining anything. I had him for Fluids and Dynamics and both times were MISERABLE. Do NOT take him for anything!!!!!!!!!,50.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
Vanessa  Mitchell,Volunteer State Community College,Psychology department, Gallatin, TN,14.0,4.4,,2.9,Tough Grader (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Gives good feedback (1),20.0,08/18/2006,NAN,PSY101,5.0,1.0,,,,,0.0,0.0,Amazing teacher.,2.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mary  Galvin,Butte College,History department, Oroville, CA,3.0,1.9,,4.0,,12.0,08/15/2006,NAN,HIST10,3.0,2.0,,,,,0.0,0.0,I took the online course and it wasn\'t that bad. I suppose if you don\'t have to see her in person she\'s better to talk to. However she did freak out on us when one person posted a message in the wrong topic. Other than that she was chill.,49.0,male,nh_white,0.02600526,0.09061342,0.18252872,0.7008525999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radhika  Parameswaran,Indiana University Bloomington,Journalism department, Bloomington, IN,13.0,3.5,,4.0,Get ready to read (3)  Participation matters (2)  Gives good feedback (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Amazing lectures (1),21.0,12/19/2013,NAN,JOURJ375,1.0,5.0,,,,,0.0,0.0,Radhika is by far one of the worst teacher I have ever had. You MUST attend class everyday to take the participation assignments that are REALLY hard! The exams are impossible because they are completely based on the articles/textbook readings which are 30+ pages per night). DO NOT TAKE THIS CLASS!,51.0,male,nh_black,0.00532338,0.008238866,0.8739302,0.11250749,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Jim  Walker,Indiana University Bloomington,Economics department, Bloomington, IN,12.0,3.9,,2.9,Gives good feedback (2)  Respected (2)  Skip class? You won\'t pass. (2)  EXTRA CREDIT (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1)  Clear grading criteria (1)  TEST HEAVY (1),27.0,08/23/2009,NAN,E201,3.5,2.0,,,,,0.0,0.0,If you go to every class and CL you will get A- at least.,14.0,male,nh_black,0.00532338,0.008238866,0.8739302,0.11250749,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Raines  Carter,Georgia State University Perimeter College - Decatur,Law department, Decatur, GA,9.0,4.8,,1.2,,22.0,12/13/2004,NAN,BISA,5.0,1.0,,,,,0.0,0.0,Take him!!! Take him!!! He is every student\'s dream.,9.0,male,nh_black,0.0054909093,0.05833652,0.6924908000000001,0.24368174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valerie  Allen,John Jay College of Criminal Justice,English department, New York, NY,12.0,4.1,,3.3,Hilarious (1)  Gives good feedback (1)  Inspirational (1),15.0,11/05/2003,NAN,LIT230,4.0,3.0,,,,,0.0,0.0,You will like the class if you love to read and write. She is a very nice and fair teacher.,20.0,male,hispanic,0.038639273,0.39265642,0.2436363,0.325068,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Penny  Foster,Anne Arundel Community College (all campuses),Computer Science department, Arnold, MD,13.0,3.0,,2.6,Tough Grader (2)  LOTS OF HOMEWORK (2)  GRADED BY FEW THINGS (1)  GROUP PROJECTS (1)  Skip class? You won\'t pass. (1),19.0,04/27/2007,NAN,CSI129,5.0,1.0,,,,,0.0,0.0,I\'m taking her Help Desk Concepts class online and I love it! It\'s so easy and the assignments are easy to understand. She\'s very quick to respond to questions.,29.0,male,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
Debra  Ferguson,Gadsden State Community College,Nursing department, Gadsden, AL,7.0,4.0,,4.2,,5.0,07/23/2010,NAN,NUR106,4.0,5.0,,,,,0.0,0.0,Very nice. Helpful. Class is fun & easy to understand. Tests are HORRIBLE. No amt of studying helped b/c wording was crazy!! IN CLINICALS--BEST instructor on campus. Helpful nonintimidating learned soooo much! Paperwork is crazy hard for her though. Very specific!!,41.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie  Giles,DeVry University - Addison,Business department, Addison, IL,3.0,3.7,,2.9,,11.0,04/17/2006,NAN,BUS115,3.0,1.0,,,,,0.0,0.0,Easy teacher doesn\'t have much experiance just got up and left in the middle of a term. I don\'t know where she went off to.,25.0,male,nh_black,0.017463086,0.06763767,0.5442281999999999,0.37067112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N  Morris,Volunteer State Community College,Biology department, Gallatin, TN,5.0,2.8,,4.5,,8.0,06/29/2005,NAN,GENERALBIOLOGY,1.0,5.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department, Boston, MA,13.0,2.6,33%,2.8,Skip class? You won\'t pass. (4)  TEST HEAVY (1)  LOTS OF HOMEWORK (1)  GRADED BY FEW THINGS (1)  LECTURE HEAVY (1)  EXTRA CREDIT (1),26.0,01/15/2007,NAN,PHY270,2.0,2.0,,,,,0.0,0.0,She is nice but does not teach in any kind of reasonable way.,13.0,male,nh_black,0.0059815194,0.008542055,0.7630602,0.22241622,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
Rhoda  Jost,Florida State College at Jacksonville,Biology department, Jacksonville, FL,10.0,2.9,,3.0,,41.0,03/19/2009,NAN,BSC2086,4.0,5.0,,,,,0.0,1.0,she was a great teacher and would help anyone on her own time.,13.0,male,nh_black,0.0067887916,0.027051132,0.79529124,0.17086889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Everett,Loyola University Maryland,Marketing department, Baltimore, MD,8.0,4.5,,2.1,,11.0,01/02/2006,NAN,BUSPOLICY,3.5,2.0,,,,,1.0,0.0,Plays favorite so just ask him to the bar or stuff like that. Also if you\'re a hot girl = easy A.,22.0,male,hispanic,0.012706069,0.5329771,0.0671078859999999,0.38720894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom  Harris,University of Alabama,Communication department, Tuscaloosa, AL,5.0,4.3,,2.3,,9.0,02/14/2008,NAN,COM450,2.5,5.0,,,,,0.0,0.0,Overly- inflated ego pointless in-class discussions typos in HIS OWN book and EXTREMELY HARD tests (way too complex for college-level material). Horrible teacher.,23.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reg  Lilly,Skidmore College,Philosophy department, Saratoga Springs, NY,14.0,3.0,,3.7,Respected (2)  Amazing lectures (2)  Get ready to read (2)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Participation matters (1),19.0,09/15/2005,NAN,PHILOSOPHY101,1.0,4.0,,,,,0.0,0.0,"I\'m sure HE knows what he\'s talking about but no one else does. And if you write papers you want to basically say what he said because no one else\'s view is correct to him. ""He\'s the expert"" - Can you tell I didn\'t really like the class",48.0,female,nh_white,0.021079056,0.05030377,0.2638267,0.66479045,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
John  Douglass,University of Cincinnati Blue Ash College,History department, Cincinnati, OH,6.0,2.0,,4.0,LECTURE HEAVY (9)  Tough Grader (8)  Skip class? You won\'t pass. (7)  Get ready to read (7)  SO MANY PAPERS (2),30.0,03/27/2015,NAN,HISTORY,1.0,5.0,Mandatory,,,A+,2.0,0.0,Avoid at ALL COSTS!!!! He is a very rude and boring old man. His test has nothing to do with the material. 55 minute lectures feel like 55 days. Honestly if his class is the only class that makes you a full time student it\'ll be better to stay part time.,51.0,male,hispanic,0.032767422,0.497712,0.3492356,0.12028503,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Brandie  Siegfried,Brigham Young University,English department, Provo, UT,11.0,3.9,60%,4.5,Participation matters (5)  Amazing lectures (4)  Gives good feedback (3)  LOTS OF HOMEWORK (3)  Tough Grader (2)  Skip class? You won\'t pass. (1)  Get ready to read (1),39.0,12/22/2014,NAN,ENGLISH668,5.0,5.0,Mandatory,Yes,Yes,Not,2.0,0.0,Brandie is one of the best professors at BYU. She makes you work for it but you cannot help but be completely engaged in her class and come away totally psyched about what you learned. She is a hard grader with a lot of assignments but if you\'re not lazy taking her class will be one of the best academic experiences you\'ll ever have.,64.0,male,nh_black,0.006549466,0.00635789,0.80030066,0.18679197,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Manuel  Daniels,Tallahassee Community College,Biology department, Tallahassee, FL,3.0,2.9,,3.5,,89.0,11/24/2009,NAN,BSC1005,3.0,4.0,,,,,0.0,0.0,every test we have taken i went to his office and he was able to show me on the outline where the answer was. True there are no assignments but there is optional extra Credit if U do all of them it will raise your final grade a whole letter grade. U have to study isn\'t that why you\'re in school? It is not an EASY A but he is more than fair. D\'Bora,74.0,male,nh_white,0.0751001999999999,0.106011346,0.25058466,0.5683038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessica  Wyman,The Ontario College of Art and Design University (OCAD U),Art History department, Toronto, ON,15.0,3.7,,3.4,,14.0,04/03/2004,NAN,HISTORY,4.0,5.0,,,,,0.0,0.0,sometimes moves around the place. but is very very smart.... ummm.. shes a sassy prof,15.0,male,hispanic,0.01491375,0.6913993,0.03906717,0.2546197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis  Jones,Sacramento City College,Sociology department, Sacramento, CA,11.0,4.4,,2.7,,17.0,04/25/2005,NAN,SOC321,5.0,3.0,,,,,0.0,0.0,he\'s a cool guy. you don\'t really stress about the class.,11.0,male,hispanic,0.016319275,0.8334478999999999,0.03222998,0.118002765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian  Rose,Fordham University at Lincoln Center,Communication department, New York, NY,10.0,4.1,,3.4,Gives good feedback (3)  Skip class? You won\'t pass. (3)  LOTS OF HOMEWORK (3)  Tough Grader (2)  Caring (2)  Amazing lectures (1)  Participation matters (1)  Respected (1)  SO MANY PAPERS (1)  Get ready to read (1),41.0,11/15/2006,NAN,CMLU0001,4.5,2.0,,,,,0.0,0.0,Took him for Internship Seminar. You can tell he\'s a good professor but he gives way too much work for interns who are already slaving away giving 20+ hours a week to a course where they are getting 4 credits. Too much busy-work and writing that means nothing for a class that is pass/fail.,54.0,female,nh_white,0.0079246919999999,0.043503426,0.27840757,0.67016435,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
F  Houston,Rutgers - State University of New Jersey,Marketing department, Camden, NJ,8.0,2.3,,1.9,,8.0,01/22/2012,NAN,MARKE50,2.5,2.0,,,,,0.0,0.0,Very boring class no class discussion....just lecture,7.0,male,nh_white,0.007562062,0.02023483,0.430765,0.54143804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
